name,description,address,City,State,geo_longitude,geo_latitude,geo_accuracy,website,moreInfoUrl,href,region,phone
Saffron,"Austin’s first dedicated Nepalese menu lives in a West Austin strip mall. Himalayan cuisine encompasses various regional Indian dishes, plenty of wonderful vegetarian options, and a Chinese influence. Mouthwatering tandoori dishes are equally matched by their samosa and chow mein counterparts, but we’re simply obsessed with the gobi Manchurian and the rosemary & cheese naan.",3616 Far West Blvd.,Austin,Texas,,,,http://www.saffronaustin.com,http://www.austinchronicle.com/locations/saffron-1685331/,http://www.austinchronicle.com/food/first-plates/2016/saffron/,NorthandNorthwest,512/241-1732
Home Slice Pizza,"This beloved hang spot might have the best mascot in town: a queen of pies with rockin’ ’stache and a sly wink. She knows why she rules – her New York-style and Sicilian pizzas are above reproach, and the garlic knots can build empires. But that doesn’t mean she won’t treat you like royalty too.",1415 S. Congress,Austin,Texas,,,,http://www.homeslicepizza.com,http://www.austinchronicle.com/locations/home-slice-pizza-282875/,http://www.austinchronicle.com/food/first-plates/2016/home-slice-pizza/,SouthCongressandSouthFirst,512/444-7437
Easy Tiger,"With its relaxed beer garden vibes and extensive menu of smoked meats, Easy Tiger is the perfect refuge for grown adults dragged down to Sixth Street to see their friends' jam bands. A vat of their beer cheese and a couple of their well-balanced cocktails would put anyone in a good enough mood to listen to some white guy from IT do his best Bob Marley impression.",709 E. Sixth,Austin,Texas,,,,http://www.easytigeraustin.com,http://www.austinchronicle.com/locations/easy-tiger-1293071/,http://www.austinchronicle.com/food/first-plates/2016/easy-tiger/,Downtown,512/614-4972
Geraldine's,"The name might sound like one of your grandmother's quilting bee partners, but there's nothing dusty about this fourth-floor showstopper. Featuring contemporary cuisine from chef Frank Mnuk and pastry chef Callie Speer, and whimsical cocktails from beverage director Jennifer Keyser (plus local live music), this Geraldine is your guide to one of Austin's best nights on the town.",605 Davis,Austin,Texas,,,,http://www.geraldinesaustin.com/,http://www.austinchronicle.com/locations/geraldines-1691341/,http://www.austinchronicle.com/food/first-plates/2016/geraldines/,Downtown,512/476-4755
Fixe,"Louisiana native chef James Robert plates up elevated, playful Southern eats. The team executes a fine balance between classics-done-well (like their famed biscuits) and outside-the-box concepts (like lobster & crawfish pot pie). The bar stirs up reimagined cocktails – the barrel-aged Manhattan with house-cured bacon is a showstopper. Whimsy carries into the eclectic space made up of a bright open kitchen and a chicken-coop-inspired dining room.",500 W. Fifth,Austin,Texas,,,,http://www.austinfixe.com,http://www.austinchronicle.com/locations/fixe-1597766/,http://www.austinchronicle.com/food/first-plates/2016/fixe/,Downtown,512/888-9133
Evangeline Cafe,"All the Cajun classics are here – gumbo, jambalaya, étouffée, red beans and rice – but owner/chef Curtis Clarke’s less traditional creations like Gold Band Creole (huge fried butterflied shrimp served on fettuccine with a spicy aïoli and a titular strip of Parmesan) steal the show. The frequent live music keeps things rockin’.",8106 Brodie,Austin,Texas,,,,http://www.evangelinecafe.com,http://www.austinchronicle.com/locations/evangeline-cafe-185933/,http://www.austinchronicle.com/food/first-plates/2016/evangeline-cafe/,South,512/282-2586
Italic,"Italic is the perfect neighborhood date night restaurant, with a menu of beautifully wrought Italian classics, and just enough original touches to keep things interesting. The slow-braised bolognese sets a new standard in carb-intensive comfort food.",123 W. Sixth,Austin,Texas,,,,http://www.italicaustin.com,http://www.austinchronicle.com/locations/italic-1623538/,http://www.austinchronicle.com/food/first-plates/2016/italic/,Downtown,512/660-5390
Swift's Attic,"Swift's Attic has one of the best happy hours in town, where you can wash down your smoked edamame and pop rocks with a couple of New Fashioneds. The menu here is elegant and playful, rife with unexpected pairings and bold flavors. It's the kind of place you should take a date to see if they have a good sense of humor.",315 Congress,Austin,Texas,,,,http://www.swiftsattic.com,http://www.austinchronicle.com/locations/swifts-attic-1321306/,http://www.austinchronicle.com/food/first-plates/2016/swifts-attic/,Downtown,512/482-8842
Greenhouse Craft Food,"Who says that the ’burbs can’t have good food? Chef Rob Snow’s eclectic cafe brings the foodie gospel up north with serious sandwiches and burgers, locally sourced salads, and one of the best macaroni & cheeses in all of Central Texas. Don’t forget to check out the specials, ranging from grilled shrimp in strawberry cocktail sauce to goat bolognese.",1400 E. Old Settlers #110,Round Rock,Texas,,,,http://www.greenhousecraftfood.com,http://www.austinchronicle.com/locations/greenhouse-craft-food-1529937/,http://www.austinchronicle.com/food/first-plates/2016/greenhouse-craft-food/,NorthandNorthwest,
The Driskill Grill,"Suffering from quinoa fatigue? Get thee to the Driskill, where you can hide out in a dark wood-paneled room and have the sort of well-made, honest meal your grandfather would approve of: iceberg wedge salad and osso buco or a dry aged steak. And, of course there's crème brûlée for dessert.",604 Brazos,Austin,Texas,,,,http://www.driskillgrill.com,http://www.austinchronicle.com/locations/the-driskill-grill-48117/,http://www.austinchronicle.com/food/first-plates/2016/the-driskill-grill/,Downtown,512/391-7162
Tâm Deli & Cafe,"Folks in the know talk about Tâm’s bánh mì with whispered reverence. It’s easy to see why. The pork has just the right amount of char, the baguette has just the right amount of chew, and the toppings are always garden fresh. Oh, and there’s those cream puffs too. They sell out daily but still seem like Austin’s best-kept secret.",8222 N. Lamar Ste. D-33,Austin,Texas,,,,http://www.fb.com/tamdeliandcafe,http://www.austinchronicle.com/locations/tm-deli-and-cafe-47535/,http://www.austinchronicle.com/food/first-plates/2016/tm-deli-and-cafe/,NorthandNorthwest,512/834-6458
Otoko,"Like Buccellati engagement rings or the Olsen twins, good things come in small packages. Case in point: chef Yoshi Okai’s 12-seat tasting table in the South Congress Hotel where every detail – from the napkins to the impeccable omakase – has been carefully considered. It’s not cheap, but treat yo’self.",1603 S. Congress,Austin,Texas,,,,http://www.otokoaustin.com,http://www.austinchronicle.com/locations/otoko-1842679/,http://www.austinchronicle.com/food/first-plates/2016/otoko/,SouthCongressandSouthFirst,
wink,"Still going strong after 15 years, wink has seen more than its fair share of lit candles. That’s because the Old West Austin staple has always known how to make their customers feel special. With timeless cuisine, an irreproachable front-of-house, and a savvy wine list, wink is always a celebration.",1014 N. Lamar,Austin,Texas,,,,http://www.winkrestaurant.com,http://www.austinchronicle.com/locations/wink-86380/,http://www.austinchronicle.com/food/first-plates/2016/wink/,West,512/482-8868
Wu Chow,"Like Edie Sedgwick or Karlie Kloss, Wu Chow's Shanghai soup dumplings have been the muse for all sorts of artistic endeavors. Just last week, we rewrote Hamilton as a tribute to the tiny miracles. Maybe that was a bad idea, but when a place serves up Chinese food as delicious as Wu Chow's, it deserves a big production.",500 W. Fifth,Austin,Texas,,,,http://www.wuchowaustin.com/,http://www.austinchronicle.com/locations/wu-chow-1602512/,http://www.austinchronicle.com/food/first-plates/2016/wu-chow/,Downtown,512/482-8200
Central Standard Kitchen & Bar,"How to land a deal: Take your client to Central Standard. Sit at the glistening bar, away from the hubbub of the dining room. Order one Standard Platter stocked with oysters, lobster, and clams, an order of the decadent potato bread, and two seriously boozy Salted Caramel cocktails. Clink your glasses and sign on the line. You tycoon, you.",1603 S. Congress,Austin,Texas,,,,http://www.centralstandardaustin.com,http://www.austinchronicle.com/locations/central-standard-1821943/,http://www.austinchronicle.com/food/first-plates/2016/central-standard/,SouthCongressandSouthFirst,512/942-0823
Valentina's Tex Mex BBQ,"In Texas, eschewing barbecue traditions is risky, but Valentina’s pulls off the rare feat of marrying tortillas and smoked meats with such finesse that even the grouchiest salt-and-pepper stalwarts could be convinced that fusion isn’t a dirty word. Bonus points for bringing barbecue into the realm of breakfast and offering the best pre-11am brisket in town.",7612 Brodie Ln.,Austin,Texas,,,,http://www.valentinastexmexbbq.com,http://www.austinchronicle.com/locations/valentinas-tex-mex-bbq-1689165/,http://www.austinchronicle.com/food/first-plates/2016/valentinas-tex-mex-bbq/,South,512/221-4248
Clark's Oyster Bar,"Dining at Clark’s Oyster Bar is like being transported into a nautical J. Crew ad. The interior’s impeccable, the waitstaff and clientele are polished, and every dish is photo shoot-ready. Run by the same group behind Perla’s and Jeffrey’s, every detail behind Clark’s is deliberate and adds to the whole dining experience – though its lauded raw bar menu and seafood specialties like Clark’s cioppino could stand on their own.",1200 W. Sixth,Austin,Texas,,,,http://www.clarksoysterbar.com,http://www.austinchronicle.com/locations/clarks-oyster-bar-1403386/,http://www.austinchronicle.com/food/first-plates/2016/clarks-oyster-bar/,West,512/297-2525
Jeffrey's,"Jeffrey’s is elegant; the kind of place where you can order foie gras and caviar, where the cocktail onions are house-made and the wine list runs to 40-plus pages. The kind of place where you get proposed to, where you celebrate decade birthdays and college graduations. If you’re a deep-pocketed romantic, you already have their number.",1204 W. Lynn,Austin,Texas,,,,http://www.jeffreysofaustin.com,http://www.austinchronicle.com/locations/jeffreys-46718/,http://www.austinchronicle.com/food/first-plates/2016/jeffreys/,West,512/477-5584
Unit-D Pizzeria,"The craveworthy menu offers Neapolitan pizza topped with fresh ingredients ranging from classic to creative, but it isn't just about pizza at Unit-D. The chic ambience and excellent local beer and wine selection pair well with the 27-year-old sourdough starter, charcuterie, wood-fired olives, lovely Caesar salads, and quietly innovative desserts.",2406 Manor Rd.,Austin,Texas,,,,http://www.unitdpizzeria.com/,http://www.austinchronicle.com/locations/unit-d-pizzeria-1659832/,http://www.austinchronicle.com/food/first-plates/2016/unit-d-pizzeria/,East,512/524-1922
Apis Restaurant & Apiary,"This fine-dining hive nestled on the Pedernales is even better than its buzz. Chef Taylor Hall’s dedication to seasonal and local fare, plus the on-site apiary and new covered patio, make this an unforgettable dinner. Try the honeycomb-infused Texas bourbon craft cocktail and the buttermilk biscuits with honey butter.",23526 Hwy. 71 W.,Spicewood,Texas,,,,http://www.apisrestaurant.com,http://www.austinchronicle.com/locations/apis-restaurant-and-apiary-1591554/,http://www.austinchronicle.com/food/first-plates/2016/apis-restaurant-and-apiary/,West,
Jack Allen's Kitchen Round Rock,"Chef Jack Gilmore’s locally sourced menu is about as Texan as it gets: hearty portions of comfort food jam-packed with big flavor, served in a sophisticated boots-and-starched-denim setting. Tacos, buns, grillin’s, and chicken-fried anything makes up the bulk of the menu, with surf, turf, and daily specials giving something for everyone in the family.",2500 Hoppe Trail,Round Rock,Texas,,,,http://www.austinchronicle.com/locations/jack-allens-kitchen-round-rock-1346831/,,http://www.austinchronicle.com/food/first-plates/2016/jack-allens-kitchen-round-rock/,NorthandNorthwest,
Xian Sushi and Noodle,"We have to admit: We rarely order the ultra-fresh sushi because it’s all about the hand-pulled Chinese noodles at this pan-Asian eatery. Served dry (stir-fried and saucy) or soupy, the strands are pulled to order (you choose the shape and thickness). The incomparable texture of the noodles, fragrant broth, and complimentary fermented black vinegar and chile oil have elevated the shoyu ramen to cult status.",1801 E. 51st,Austin,Texas,,,,http://www.xianfresh.com,http://www.austinchronicle.com/locations/xian-sushi-and-noodle-1655706/,http://www.austinchronicle.com/food/first-plates/2016/xian-sushi-and-noodle/,NorthandNorthwest,512/469-7878
Austin Daily Press,"Sure, we love the bánh mì-esque Lucy done up as tacos and the Baby Buffalo as a hearty salad, but the sammies at ADP are the real deal, served up on rolls from La Mexicana Panaderia and Sweetish Hill Bakery – and the jalapeño hush puppies always have us barking for more. Plus, anywhere with ""Free Beer Fridays"" has a permanent place in our hearts.",1900 E. MLK,Austin,Texas,,,,http://austindailypress.com,http://www.austinchronicle.com/locations/austin-daily-press-1458386/,http://www.austinchronicle.com/food/first-plates/2016/austin-daily-press/,East,
Alcomar,"We don’t want to get too much into Lana Del Rey’s business, but maybe if she had a restaurant like Alcomar nearby, she wouldn’t experience so much “Summertime Sadness.” With an effortless interior, achingly fresh seafood, and heady margaritas, chefs Alma Alcocer-Thomas and Jeff Martinez preside over an instant pick-me-up.",1816 S. First,Austin,Texas,,,,http://www.alcomaratx.com,http://www.austinchronicle.com/locations/alcomar-1643795/,http://www.austinchronicle.com/food/first-plates/2016/alcomar/,SouthCongressandSouthFirst,512/401-3161
Fabi + Rosi,"Seems like no matter how many “hidden gem” lists Fabi + Rosi makes, there’s still never a long waitlist to deter us from dining at this European restaurant housed in a charming Craftsman bungalow. No complaints here – the schnitzel is worth the wait if you haven’t already tried it, as is the simple but wholly satisfying Ich Liebe Tiere dish of locally sourced vegetables.",509 Hearn,Austin,Texas,,,,http://www.fabiandrosi.com,http://www.austinchronicle.com/locations/fabi-rosi-790269/,http://www.austinchronicle.com/food/first-plates/2016/fabi-rosi/,West,512/236-0642
Chinatown,"In 2013, after a couple of years of health problems, owner Ronald Cheng had an opportunity to reopen in the building where Chinatown started in 1983. He kept some of the former menu items, added some delicious new ones, and gave the whole place a new look – simultaneously reinvigorating his brand and cementing his Austin culinary legacy. Austin is full of restaurateurs. Cheng is a giant.",2712 Bee Caves Rd,Austin,Texas,,,,http://www.austinchinatown.com,http://www.austinchronicle.com/locations/chinatown-1644058/,http://www.austinchronicle.com/food/first-plates/2016/chinatown/,VirginiaB.WoodHallofFame,512/328-6588
El Naranjo,"With its emphasis on intricate spicing and sauces complex enough to rival French haute cuisine, Oaxacan food is one of the driving forces behind Mexican cuisine's recent designation as a UNESCO world heritage intangible resource. And El Naranjo, under the astute direction of chef Iliana de la Vega, is the best place in Austin to try it for yourself.",85 Rainey,Austin,Texas,,,,http://www.elnaranjo-restaurant.com,http://www.austinchronicle.com/locations/el-naranjo-1026989/,http://www.austinchronicle.com/food/first-plates/2016/el-naranjo/,Downtown,512/474-2776
Sway,"Sway’s extensive menu means there’s never a lack of exciting dishes to try, even though we can’t seem to forgo our favorites like prawn miange and blue crab fried rice. (We’ve learned to come with a group and share all the dishes.) Chef Martin Wilda’s special menus, celebrating events such as the recent Songkran, as well as a new brunch menu, ensure we keep coming back.",1417 S. First,Austin,Texas,,,,http://www.swayaustin.com,http://www.austinchronicle.com/locations/sway-1394078/,http://www.austinchronicle.com/food/first-plates/2016/sway/,SouthCongressandSouthFirst,512/326-1999
Asti,"In 2001, Chronicle readers voted this Hyde Park mainstay the Best New Restaurant in our annual Restaurant Poll. Customers haven’t stopped raving since. It’s rare for a restaurant to have longevity over a more than 15-year span; it’s rarer still when a restaurant still feels relevant.",408-C E. 43rd,Austin,Texas,,,,http://www.astiaustin.com,http://www.austinchronicle.com/locations/asti-47885/,http://www.austinchronicle.com/food/first-plates/2016/asti/,VirginiaB.WoodHallofFame,512/451-1218
Proof & Cooper,"With simple fare like deviled eggs and fried pickles, Proof & Cooper doesn’t seem like it belongs on any “best of” lists. But those deviled eggs pop with smoked paprika, and the fried pickles are made from in-house bread-and-butters. Heck, even the ranch dressing is a work of art. There’s no pretention here, just perfectly crafted comfort food and cocktails.",18710 Hamilton Pool Rd.,Dripping Springs,Texas,,,,http://www.proofandcooper.com,http://www.austinchronicle.com/locations/proof-and-cooper-1819471/,http://www.austinchronicle.com/food/first-plates/2016/proof-and-cooper/,West,
Vespaio,"A SoCo staple from before it was called SoCo, the elegant eatery takes its name from the buzzing dining room. It’s classic Italian, with walls of wine, in-house butchery, a long list of house-made delights, and thoughtfully sourced ingredients. We love the calamari fritti arrabbiata, Scampi con Salsa all’Aglio, and the Sicilian cheesecake, so very much.",1610 S. Congress,Austin,Texas,,,,http://www.austinvespaio.com,http://www.austinchronicle.com/locations/vespaio-46351/,http://www.austinchronicle.com/food/first-plates/2016/vespaio/,VirginiaB.WoodHallofFame,512/441-6100
Dai Due Butcher Shop & Supper Club,"Most Austin restaurants are concerned with sustainability, but few walk the walk as thoroughly as chef/owner Jesse Griffiths. From Gulf seafood to locally sourced yaupon tea and loquats foraged across town, everything about Dai Due is seasonal and local (not to mention delicious). If there is such a thing as a wholly Austin cuisine, this is it.",2406 Manor Rd.,Austin,Texas,,,,http://www.daidue.com,http://www.austinchronicle.com/locations/dai-due-1595897/,http://www.austinchronicle.com/food/first-plates/2016/dai-due/,East,512/524-0688
Franklin Barbecue,"So much has been written about Aaron Franklin and the restaurant that bears his name – the James Beard award, the lines, the religious experience of the brisket – that chiming in now really seems unnecessary. So instead, we'll just say one thing: It really is that good.",900 E. 11th,Austin,Texas,,,,http://www.franklinbarbecue.com,http://www.austinchronicle.com/locations/franklin-barbecue-927245/,http://www.austinchronicle.com/food/first-plates/2016/franklin-barbecue/,East,512/653-1187
Cherrywood Coffeehouse,"Come for the award-winning burger, stay for an outdoor film screening. It may bill itself as a coffeehouse, but Cherrywood is more like a community hub, satisfying the yogi, budding artist, videophile, live-music lover, coffee snob, and foodie in all of us. No wonder there is always a line at brunch.",1400 E. 38 1/2,Austin,Texas,,,,http://www.cherrywoodcoffeehouse.com,http://www.austinchronicle.com/locations/cherrywood-coffeehouse-259632/,http://www.austinchronicle.com/food/first-plates/2016/cherrywood-coffeehouse/,East,512/538-1991
Snack Bar,"Shopping is hard work, but SoCo has a time-honored respite. A diner space adjacent to neighbor-with-the-best-sign Austin Motel for 70 years, this revamped space offers the best in tasty, consciously sourced and created eats and drinks. Rest your weary dogs, support local farms, and get in some stellar people-watching.",1224 S. Congress,Austin,Texas,,,,http://www.snackbaraustin.com,http://www.austinchronicle.com/locations/snack-bar-928007/,http://www.austinchronicle.com/food/first-plates/2016/snack-bar/,SouthCongressandSouthFirst,512/445-2626
Hopdoddy Burger Bar,"It’s hard to resist the sirens’ call of a big juicy handcrafted burger, especially from a place that offers endless variations in toppings and proteins. Even though this Austin original opens its fourth location soon, it still packs the house – proving that craft burgers are more than just a trend.",1400 S. Congress,Austin,Texas,,,,http://www.hopdoddy.com,http://www.austinchronicle.com/locations/hopdoddy-burger-bar-1098249/,http://www.austinchronicle.com/food/first-plates/2016/hopdoddy-burger-bar/,SouthCongressandSouthFirst,512/243-7505
Café No Sé,"You could easily play hipster food bingo with Café No Sé’s menu (Avocado toast? Check! Kale salad? Yup!) but the execution here is flawless, simultaneously excessive and elegant. #foodporn-worthy bites for the Instagirl in your life that taste good enough that you don’t mind putting up with her.",1603 S. Congress,Austin,Texas,,,,http://www.austinchronicle.com/locations/caf-no-s-1670319/,,http://www.austinchronicle.com/food/first-plates/2016/caf-no-s/,SouthCongressandSouthFirst,
Threadgill's North,Calling Eddie Wilson’s down-home restaurant an institution is an understatement. Generations of Austinites have downed a beer (or two) at Threadgill’s while feasting on chicken-fried steaks that are as legendary as the musicians who performed there. The massive selection of sides still makes us hoot and holler.,6416 N. Lamar,Austin,Texas,,,,http://www.threadgills.com,http://www.austinchronicle.com/locations/threadgills-north-46205/,http://www.austinchronicle.com/food/first-plates/2016/threadgills-north/,VirginiaB.WoodHallofFame,512/451-5440
Oasthouse Kitchen + Bar,"This new favorite from District Kitchen + Cocktails chef/partner Amir Hajimaleki’s adventurous cuisine blends global influences like German (veal schnitzel), Caribbean (jerk pork tenderloin), and Irish (shepherd’s pie) foods without ever feeling disjointed. We love that he’s bringing the gospel of good food to the outskirts of Austin.",8300 FM 620 N.,Austin,Texas,,,,http://www.oasthouseaustin.com,http://www.austinchronicle.com/locations/oasthouse-kitchen-bar-1690988/,http://www.austinchronicle.com/food/first-plates/2016/oasthouse-kitchen-bar/,West,737/222-5779
Lenoir,"A rare affordable date spot in a crowded high-dollar dining scene, Lenoir’s three-course prix fixe remains the best value and one of the most dazzling meals in town, with dishes like masa-stuffed quail and cold crawfish salad defying categorization without confusing taste buds.",1807 S. First,Austin,Texas,,,,http://www.lenoirrestaurant.com,http://www.austinchronicle.com/locations/lenoir-1321295/,http://www.austinchronicle.com/food/first-plates/2016/lenoir/,SouthCongressandSouthFirst,512/215-9778
Contigo,"Boasting one of Austin's best outdoor spaces – modeled after its namesake ranch – and a creative assortment of Texas tapas, this is a pitch-perfect happy hour spot. It fills up fast with the neighborhood crowd, but you can sip an El Pepino, crunch popcorn and olive bar snacks, and throw horseshoes while you wait.",2027 Anchor,Austin,Texas,,,,http://www.contigotexas.com/austin,http://www.austinchronicle.com/locations/contigo-1230020/,http://www.austinchronicle.com/food/first-plates/2016/contigo/,East,512/614-2260
Visconti Ristorante,"A lot of new Italian restaurants have opened in the last year or so, but few can actually transport you to Italy. Housed in the luxurious Hotel Granduca, Visconti is a mini-vacation with the type of attentive service that is rare in America. Executive chef Tom Parlo’s cuisine completes the illusion with thoughtful Northern Italian specialties.",320 Capital of TX Hwy. S.,Austin,Texas,,,,http://www.granducaaustin.com/austin-hotel-restaurants/visconti-ristorante/,http://www.austinchronicle.com/locations/visconti-ristorante-1687871/,http://www.austinchronicle.com/food/first-plates/2016/visconti-ristorante/,West,
Olive & June,"Austin’s no longer lacking Italian options, but before last year’s flood of tagliatelle, Olive & June built a rep as a reliably great place to enjoy classics like cacio e pepe as well as creative interpretations like saffron-ricotta ravioli. There’s just enough upscale decor to make a plate of spaghetti feel elegant, with a wine cellar to match.",3411 Glenview,Austin,Texas,,,,http://www.oliveandjune-austin.com,http://www.austinchronicle.com/locations/olive-and-june-1326191/,http://www.austinchronicle.com/food/first-plates/2016/olive-and-june/,West,512/467-9898
Jenna's Asian Kitchen,"Besides the relatively affordable cost of living, there’s another reason to move out to Cedar Park. Jenna’s namesake chef Jenna Choe can make something as workaday as crab rangoon into a tour de force, and her fresh takes on Korean classics like bibimbap give suburbanites something to throw back in the faces of their snobby urban neighbors.",12300 RR 620 N.,Austin,Texas,,,,http://www.jennasasiankitchen.com/,http://www.austinchronicle.com/locations/jennas-asian-kitchen-1659334/,http://www.austinchronicle.com/food/first-plates/2016/jennas-asian-kitchen/,West,512/258-8282
Fonda San Miguel,"Serving regional Mexican cuisine since 1975, Fonda San Miguel is as much of an Austin icon as it is a great happy hour spot. The walls of the expansive hacienda-style space showcase a fine gallery of Mexican art, and the dishes served are equally remarkable. Do not visit without ordering a ceviche and house margarita.",2330 W. North Loop,Austin,Texas,,,,http://www.fondasanmiguel.com,http://www.austinchronicle.com/locations/fonda-san-miguel-46572/,http://www.austinchronicle.com/food/first-plates/2016/fonda-san-miguel/,VirginiaB.WoodHallofFame,512/459-4121
Pieous,"You can bet that any restaurant with bacon marmalade pizza, soft pillowy crusts on Neapolitan-style pies, and a penchant for pastrami will have a dedicated following willing to make the Dripping Springs drive. Add in giant chocolate chip cookies and draft beer, and it’s practically a religion.",12005 Hwy. 290 W.,Austin,Texas,,,,http://www.fb.com/pieous,http://www.austinchronicle.com/locations/pieous-1461715/,http://www.austinchronicle.com/food/first-plates/2016/pieous/,West,512/394-7041
Cafe Josie,"For most restaurants, all-you-can-eat is a concept meant to pack in the masses. For Cafe Josie chef Todd Havers, it’s an antidote to upscale dining that still leaves you hungry after a hefty bill. “The experience,” the name for the recently launched unlimited prix fixe, is proof that this Clarksville fixture can still teach this town some new tricks.",1200-B W. Sixth,Austin,Texas,,,,http://www.cafejosie.com,http://www.austinchronicle.com/locations/cafe-josie-44417/,http://www.austinchronicle.com/food/first-plates/2016/cafe-josie/,West,512/322-9226
Jobell Cafe and Bistro,"Owners David and Jessenia Bober took a risk when they left New York to open a restaurant on a winding Hill Country road, but the cuisine – saké-cured gravlax, lamb and pork pappardelle, steak frites – couldn’t be more assured. With one of the most cozy dining rooms in the area, it is the definition of destination dining.",16920 RR 12,Wimberley,Texas,,,,http://www.jobellcafe.com,http://www.austinchronicle.com/locations/jobell-cafe-and-bistro-1842678/,http://www.austinchronicle.com/food/first-plates/2016/jobell-cafe-and-bistro/,West,
Patrizi's,"Embodying the idea that simplicity is a marker of sophistication, the made-to-order fresh pasta is one of our favorites in town. Open for dinner, the unassuming food truck in the Butterfly Bar courtyard boasts house-made ricotta, local veggies and eggs, and dishes designed around time-honored family flavors. The Pomodoro's roasted romas and garlic confit is worth a weekly trip.",2307 Manor Rd.,Austin,Texas,,,,http://www.patrizis.com,http://www.austinchronicle.com/locations/patrizis-1476419/,http://www.austinchronicle.com/food/first-plates/2016/patrizis/,East,512/522-4834
